chr	start	end	ID	gene_name
1	11893231	11914134	2385	RNU5E-1,RNU5E-4P,ENSG00000285646
1	11920097	11930065	2389	KIAA2013
1	11930066	11946897	2390	PLOD1
1	11974016	11981856	2392	MFN2,ENSG00000287384
1	12005682	12020340	2397	MFN2,MIIP,ENSG00000270914
1	12055367	12067752	2403	TNFRSF8
1	12077593	12081746	2407	RNU6-777P,RPL23AP89
1	12165155	12172576	2426	TNFRSF1B,MIR7846
1	12228232	12234643	2435	VPS13D
1	12506655	12507908	2518	SNORA59A
1	12567229	12582329	2530	RNU6ATAC18P,MIR6730
1	12613522	12631637	2536	DHRS3,ENSG00000272482
1	12640903	12656433	2539	AADACL4
1	12713293	12716416	2556	AADACL3
1	12734793	12741895	2560	NA
1	12741896	12747524	2561	C1orf158
1	12772054	12776063	2570	PRAMEF12
1	13513196	13515154	2812	LRRC38,ENSG00000259961
1	13579072	13585595	2826	PDPN
1	13693325	13706796	2855	PRDM2,ENSG00000253085
1	13773192	13781683	2883	NA
1	13890806	13895297	2912	KAZN
1	14121528	14126486	2987	RNU6-1265P
1	14598048	14600589	3146	KAZN
1	15148416	15159874	3276	TMEM51,TMEM51-AS1
1	15168912	15176097	3278	C1orf195
1	15245778	15251420	3289	FHAD1
1	15332746	15339428	3311	ENSG00000236045
1	15341448	15347319	3313	FHAD1,FHAD1-AS1
1	15395714	15410387	3320	EFHD2,ENSG00000228140
1	15437315	15440805	3325	CTRC
1	15453235	15461984	3330	CELA2A
1	15499933	15528830	3339	DNAJC16,CASP9
1	15528831	15543961	3340	SCARNA21B
1	15581965	15589084	3348	AGMAT
1	15606329	15610347	3358	RNU7-179P
1	15616040	15622362	3363	DDI2
1	15659149	15660413	3375	RSC1A1
1	15681566	15697108	3385	PLEKHM2,ENSG00000271742
1	15733275	15737800	3392	SLC25A34,ENSG00000237938
1	15737801	15755277	3393	TMEM82,SLC25A34,SLC25A34-AS1
1	15755278	15760241	3394	FBLIM1
1	15844321	15859808	3408	SPEN,FLJ37453
1	15906427	15912931	3424	NA
1	15995001	16004862	3443	SRARP
1	16004863	16020773	3444	HSPB7,CLCNKA,ENSG00000233078
1	16032139	16046022	3446	CLCNKB,ENSG00000232456
1	16069172	16081830	3452	FAM131C
1	16140520	16158607	3463	EPHA2,ENSG00000227959
1	16158608	16164411	3464	ENSG00000224621
1	16190371	16198826	3468	ARHGEF19-AS1
1	16211925	16216397	3471	ARHGEF19
1	16216398	16217482	3472	ANO7L1
1	16228508	16234086	3475	ENSG00000288398
1	16234087	16237981	3476	CPLANE2
1	16350841	16355754	3502	FBXO42,SZRD1
1	16437088	16439275	3521	SPATA21
1	16439276	16447602	3522	NECAP2
1	16970649	16980826	3640	MFAP2,ENSG00000226526,ENSG00000286898
1	17010462	17013987	3644	ATP13A2,ENSG00000288636
1	17043791	17060936	3653	SDHB
1	17114724	17123006	3662	PADI2
1	17204322	17206598	3679	PADI1
1	17246776	17249362	3686	PADI3
1	17298062	17308604	3701	PADI4
1	17402243	17407379	3718	RCC2-AS1
1	17425260	17440461	3722	RCC2
1	17447116	17452956	3725	NA
1	17538203	17546192	3735	ARHGEF10L
1	17753915	17755797	3779	ACTL8
1	18099782	18114911	3880	IGSF21,ENSG00000280222
1	18177839	18182110	3893	IGSF21-AS1
1	18479946	18483634	3949	KLHDC7A
1	18629334	18633885	3978	PAX7
1	18853752	18863277	4040	TAS1R2
1	18892969	18902851	4047	ALDH4A1,MIR1290
1	18954973	18958041	4055	IFFO2
1	19205158	19210931	4116	UBR4,EMC1-AS1
1	19248875	19255167	4124	MRTO4,EMC1
1	19304969	19325038	4137	SLC66A1,AKR7A2,RNU6-1099P
1	19483859	19486731	4187	CAPZB,MICOS10
1	19507639	19520044	4192	RNU4-28P
1	19525974	19544899	4194	NA
1	19596367	19599333	4203	NBL1,MICOS10,ENSG00000235185,MICOS10-NBL1
1	19639173	19641608	4212	NBL1
1	19659654	19668012	4215	HTR6
1	19798893	19808751	4241	TMCO4
1	19813508	19815460	4246	RNF186,ENSG00000235434
1	19868060	19883305	4261	OTUD3
1	19920650	19934261	4272	PLA2G2E
1	19975055	19981223	4284	PLA2G2A
1	20118037	20131264	4321	PLA2G2D
1	20131848	20147398	4323	PLA2G2F
1	20151881	20154970	4326	ENSG00000227066
1	20177290	20178404	4339	PLA2G2C
1	20183306	20191517	4341	UBXN10,PLA2G2C
1	20289141	20294150	4366	VWA5B1
1	20318408	20323895	4373	ENSG00000226664
1	20482963	20488692	4417	CAMK2N1
1	20488693	20511483	4418	MUL1
1	20552071	20558382	4429	FAM43B
1	20588138	20590037	4438	CDA
1	20630835	20641631	4446	PINK1,MIR6084
1	20659953	20667166	4451	KIF17,DDOST
1	20710962	20723258	4460	KIF17
1	20723269	20734177	4462	SH2D5,ENSG00000233069
1	20738385	20746076	4464	NA
1	20785741	20788027	4474	HP1BP3
1	20840508	20846177	4488	RNU7-200P
1	20988415	20991044	4524	MIR1256
1	21164761	21182592	4581	EIF4G3,ENSG00000287192
1	21265986	21272028	4595	ENSG00000236936
1	21293124	21301152	4599	ECE1,ECE1-AS1
1	21343529	21348096	4610	ECE1
1	21501261	21523439	4644	ALPL
1	21578453	21611090	4657	LINC02596
1	21662598	21670898	4670	RAP1GAP
1	21781809	21784635	4709	USP48
1	21811430	21842509	4717	HSPG2,LDLRAD2
1	21936641	21949720	4731	HSPG2
1	22052099	22053491	4753	CDC42,CDC42-AS1
1	22140254	22151720	4779	WNT4,ENSG00000285873
1	22556619	22572049	4866	EPHA8
1	22636291	22646351	4879	C1QC,C1QA
1	22648218	22653691	4882	C1QB
1	22709138	22712117	4895	EPHB2
1	22745583	22751583	4905	NA
1	22823762	22841269	4923	ENSG00000225952
1	22956670	22965706	4939	LACTBL1
1	23013199	23024558	4948	KDM1A,TEX46
1	23160859	23162898	5000	RNU6-514P
1	23162899	23165356	5001	RNU6-135P
1	23171936	23182590	5003	LUZP1
1	23194656	23195216	5012	NA
1	23342485	23346288	5068	HNRNPR
1	23368703	23381656	5075	ZNF436,Y_RNA,ZNF436-AS1,ENSG00000271420
1	23422987	23426563	5083	TCEA3
1	23479489	23488694	5090	ASAP3
1	23525225	23532636	5101	E2F2
1	23557677	23560170	5107	ID3
1	23577182	23592500	5113	MDS2
1	23689933	23694024	5134	RPL11
1	23739004	23749895	5146	ELOA
1	23776482	23787489	5152	PITHD1,ELOA-AS1
1	23789605	23791509	5157	LYPLA2
1	23791888	23802544	5159	LYPLA2,GALE
1	23864453	23879690	5178	FUCA1
1	23879691	23892339	5179	NA
1	23957245	23961371	5192	PNRC2
1	23966295	23982038	5198	SRSF10
1	24061390	24068016	5212	MYOM3,MYOM3-AS1
1	24107977	24117449	5222	MYOM3
1	24142607	24147622	5229	IL22RA1
1	24178618	24190282	5239	IFNLR1
1	24318342	24330771	5270	GRHL3,GRHL3-AS1
1	24415641	24416370	5297	STPG1,NIPAL3
1	24416371	24419068	5298	STPG1
1	24470128	24481479	5316	NA
1	24501627	24504099	5321	RCAN3,RCAN3AS
1	24542894	24558197	5334	NCMAP,NCMAP-DT
1	24630424	24631917	5344	SRRM1
1	24666130	24669644	5359	SRRM1
1	24738622	24752662	5369	CLIC4
1	24771967	24784615	5378	RNU6-1208P
1	24909933	24911244	5405	NA
1	24947296	24967456	5415	RUNX3,RUNX3-AS1
1	25205192	25209578	5474	ENSG00000231953
1	25223239	25255914	5480	SYF2,RSRP1,ENSG00000272432,ENSG00000284602,ENSG00000284657
1	25343387	25349860	5498	NA
1	25428802	25435146	5518	RHCE,MACO1
1	25542662	25548269	5544	LDLRAP1
1	25612394	25623230	5557	MAN1C1
1	25651054	25668066	5563	ENSG00000233478
1	25796389	25802935	5598	SELENON
1	25812233	25829950	5602	MTFR1L,ENSG00000228172,ENSG00000255054
1	25853295	25864819	5612	AUNIP,ENSG00000236528
1	25868790	25880910	5616	PAQR7,Y_RNA
1	25905236	25908951	5627	STMN1,MIR3917
1	25950459	25964284	5638	RNU6-110P
1	25996033	25999603	5654	PAFAH2
1	26004833	26015628	5656	ENSG00000252190,ENSG00000252691
1	26015629	26020521	5657	EXTL1
1	26044030	26054570	5662	SLC30A2,ENSG00000284309
1	26059720	26070655	5667	TRIM63
1	26109908	26115326	5677	PDIK1L
1	26155519	26165059	5687	FAM110D
1	26168708	26173166	5689	ZNF593,ZNF593OS,C1orf232
1	26173167	26194237	5690	CNKSR1,CATSPER4
1	26227668	26235038	5698	CEP85
1	26241207	26250906	5704	NA
1	26278475	26279690	5716	NA
1	26317436	26319392	5724	UBXN11,CD52
1	26351373	26358916	5732	CRYBG2
1	26364156	26375565	5735	ZNF683
1	26407220	26416330	5747	LIN28A
1	26429903	26438653	5751	DHDDS
1	26466657	26469808	5763	DHDDS-AS1
1	26470104	26477308	5765	HMGN2
1	26528650	26538016	5775	RPS6KA1
1	26551482	26556107	5778	RPS6KA1,MIR1976
1	26691566	26701252	5812	ARID1A,ENSG00000260063
1	26785962	26789242	5836	PIGV
1	26821308	26828461	5841	ZDHHC18
1	26861548	26867773	5850	SFN
1	26867774	26879035	5851	ENSG00000226698
1	26889214	26895936	5856	GPN2,GPATCH3
1	26895937	26902208	5857	NUDC,GPATCH3
1	26911576	26938146	5860	NUDC,NR0B2
1	26958909	26960727	5865	KDF1
1	26996900	27026761	5876	TENT5B
1	27233091	27235896	5921	WDTC1,ENSG00000224311
1	27307702	27310260	5940	NA
1	27317068	27324741	5942	TMEM222
1	27324742	27325929	5943	RNU6-48P,ACTG1P20
1	27341268	27351867	5947	SYTL1
1	27383815	27387298	5950	NA
1	27387838	27397286	5952	GPR3,ENSG00000231207
1	27488362	27493848	5979	WASF2
1	27513666	27530054	5982	ENSG00000237429
1	27601915	27605162	6004	AHDC1
1	27665720	27670729	6011	ENSG00000225886,LINC02574
1	27670730	27683108	6012	IFI6,RNU6-949P
1	27725015	27730025	6021	FAM76A,ENSG00000287244
1	27765642	27773625	6031	STX12
1	27823765	27832980	6039	PPP1R8,RNU6-1245P,ENSG00000286433
1	27834079	27836073	6041	SCARNA1
1	27858171	27877162	6046	THEMIS2
1	27911705	27921771	6054	RPA2
1	27925243	27938171	6057	SMPDL3B
1	27957801	27977185	6060	XKR8,ENSG00000227050
1	28082053	28088730	6089	EYA3
1	28134871	28149322	6098	RNU6-176P
1	28185259	28196440	6109	PTAFR
1	28196441	28205115	6110	NA
1	28222584	28234612	6114	DNAJC8
1	28234613	28238299	6115	ATP5IF1
1	28258461	28266276	6123	SESN2
1	28308239	28339155	6133	MED18
1	28363290	28371156	6138	PHACTR4
1	28474166	28482835	6163	RNU6ATAC27P
1	28499999	28548855	6168	RCC1,SNORA73B,PRDX3P2,SNHG3,SNORA73A,ENSG00000279443
1	28548856	28553470	6169	TRNAU1AP
1	28562176	28579508	6171	SNORD99
1	28579509	28579994	6172	SNORA61
1	28579995	28583726	6173	SNHG12,SNORA44,SNORA16A
1	28587534	28600717	6175	RAB42
1	28642221	28656846	6183	TAF12,LINC01715,ENSG00000270103,RNU11
1	28656847	28683781	6184	GMEB1
1	28687554	28695460	6186	ENSG00000252777
1	28736002	28740407	6197	YTHDF2
1	28798780	28818943	6207	OPRD1
1	28871165	28881269	6218	ENSG00000233427
1	28884106	28905523	6220	EPB41
1	29116770	29127225	6278	TMEM200B
1	29151006	29164376	6281	SRSF4
1	29178739	29186042	6287	SRSF4
1	29218242	29225158	6299	MECR,ENSG00000237934
1	29228677	29231323	6301	MECR
1	29232076	29240833	6303	PTPRU
1	29247154	29253762	6306	NA
1	29641084	29646373	6382	NA
1	29883126	29885440	6446	NA
1	30715539	30720496	6634	MATN1,MATN1-AS1
1	30720497	30732470	6635	MATN1,MATN1-AS1,ENSG00000287510
1	30752343	30758487	6641	LAPTM5
1	30854367	30858809	6673	ENSG00000235143
1	30907042	30911142	6681	SDC3
1	30932846	30948220	6692	PUM1
1	30948221	30951177	6693	NA
1	30966432	30971794	6698	NA
1	31064584	31066050	6722	PUM1
1	31226032	31243975	6745	NKAIN1
1	31292487	31300363	6762	SNRNP40,ZCCHC17
1	31337259	31353212	6770	ENSG00000229044
1	31373616	31381350	6778	FABP3
1	31409100	31411660	6785	SERINC2
1	31502199	31508193	6807	LDC1P,Y_RNA,LINC01226
1	31570274	31585518	6826	TINAGL1,ENSG00000229167
1	31617523	31629889	6835	HCRTR1
1	31640821	31648964	6841	PEF1,PEF1-AS1,ENSG00000264078
1	31652596	31670118	6845	COL16A1,PEF1-AS1
1	31703626	31710735	6851	COL16A1
1	31760463	31764896	6862	ADGRB2
1	31780859	31789717	6864	ENSG00000254545
1	31913302	31917681	6885	NA
1	31944770	31955305	6897	PTP4A2
1	32012131	32021495	6912	KHDRBS1
1	32067068	32078085	6929	TMEM39B,ENSG00000203325
1	32107773	32109544	6935	KPNA6
1	32176836	32180225	6954	TXLNA
1	32196213	32204876	6958	CCDC28B
1	32204877	32206366	6959	IQCC,ENSG00000224066
1	32206367	32228856	6960	EIF3I,TMEM234,DCDC2B,ENSG00000224066
1	32245708	32251164	6964	FAM167B
1	32251165	32252787	6965	LCK
1	32288062	32296699	6972	HDAC1
1	32321806	32323323	6978	NA
1	32329026	32349101	6981	HDAC1,MARCKSL1
1	32349102	32359852	6982	TSSK3,ENSG00000233775
1	32359853	32370964	6983	TSSK3,FAM229A
1	32394667	32399888	6989	BSDC1
1	32462417	32470649	7002	ENSG00000254553,ZBTB8B
1	32538841	32540704	7016	ZBTB8A
1	32647556	32650905	7038	ZBTB8OS
1	32650906	32653961	7039	RBBP4
1	32695361	32706402	7047	SYNC
1	32720713	32735815	7054	ENSG00000224409
1	32735816	32756101	7055	KIAA1522
1	32807988	32828611	7068	S100PBP,YARS1
1	32866370	32875629	7078	FNDC5
1	32882182	32915340	7081	TMEM54,HPCA
1	32961791	32965764	7098	RNF19B
1	33080556	33096909	7123	AK2,AZIN2
1	33179873	33183841	7138	TRIM62
1	33252892	33259813	7154	ZNF362
1	33305823	33315715	7168	ENSG00000225313
1	33429980	33439058	7190	PHC2
1	33439418	33442384	7192	NA
1	33458437	33472798	7199	ZSCAN20,TLR12P
1	33859780	33870386	7312	HMGB4,CSMD2-AS1
1	34162908	34169738	7417	CSMD2,C1orf94
1	34175345	34178250	7422	C1orf94
1	34666327	34673065	7589	MIR552
1	34754393	34758827	7613	GJB5
1	34758828	34773096	7614	GJB4
1	34778309	34779100	7618	NA
1	34779101	34795716	7619	GJA4,GJB3,ENSG00000255811
1	34848896	34853555	7631	ENSG00000230163
1	34853556	34860429	7632	SMIM12
1	34926944	34930718	7648	DLGAP3
1	34939851	34944638	7652	NA
1	34984604	34986127	7666	TMEM35B,ENSG00000284773
1	35014189	35038266	7675	ZMYM6,ZMYM1,ENSG00000271741
1	35058861	35065635	7679	ZMYM1
1	35191342	35201072	7707	SFPQ,Y_RNA
1	35268220	35270323	7718	ZMYM4
1	35307328	35316212	7726	SNORA62
1	35365752	35374871	7743	ZMYM4-AS1
1	35549798	35563057	7802	NCDN,KIAA0319L
1	35571622	35577745	7809	TFAP2E,TFAP2E-AS1
1	35580391	35597359	7811	TFAP2E
1	35640552	35642334	7823	PSMB2
1	35718002	35720002	7838	C1orf216
1	35737888	35745663	7847	ENSG00000232335
1	35795512	35812267	7859	AGO4
1	35860822	35873523	7877	AGO1
1	35922775	35936929	7892	AGO3,ENSG00000271914
1	36072577	36092901	7928	TEKT2,ADPRS,ENSG00000232862
1	36122932	36134741	7935	COL8A2
1	36147356	36162745	7940	TRAPPC3,MAP7D1
1	36224074	36225328	7951	THRAP3
1	36306050	36335134	7974	EVA1B,SH3D21,ENSG00000286379
1	36382954	36386869	7982	STK40
1	36393287	36398300	7988	LSM10
1	36398301	36409812	7989	RNU4-27P
1	36417704	36422933	7992	OSCP1,SNORA63C
1	36450080	36455301	8001	OSCP1
1	36461983	36473937	8005	MRPS15,CSF3R
1	36483150	36487698	8007	CSF3R
1	36765349	36777109	8083	ENSG00000234481,ENSG00000284720
1	37028807	37042695	8135	GRIK3
1	37471564	37478774	8252	ZC3H12A,LINC01137
1	37513635	37515901	8264	MEAF6
1	37555714	37557784	8271	DNALI1,ENSG00000237749
1	37589666	37596176	8281	GNL2,ENSG00000284748
1	37631767	37655403	8298	RSPO1
1	37690660	37695186	8308	C1orf109,CDCA8
1	37749292	37752307	8324	NA
1	37763969	37765548	8330	EPHA10
1	37792923	37799163	8334	MANEAL
1	37800839	37804237	8336	ENSG00000233728
1	37804238	37810392	8337	YRDC,C1orf122
1	37858805	37862378	8354	MTF1,ENSG00000230955
1	37882510	37886996	8357	RNU6-584P,SNORA63
1	37936321	37948230	8370	INPP5B
1	37978416	37994285	8378	SF3A3,RNU6-510P
1	38003536	38013515	8380	FHL3,UTP11
1	38044679	38048810	8390	POU3F1,MIR3659HG
1	38095363	38101669	8401	NA
1	38321546	38338165	8460	NA
1	38394958	38397290	8483	RNU6-753P
1	38857437	38862383	8613	RRAGC,ENSG00000228436
1	38881304	38886879	8619	GJA9,ENSG00000274944
1	38921082	38930004	8623	RHBDL2,RNU6-605P
1	38930005	38947057	8624	RHBDL2
1	38982349	38992485	8636	AKIRIN1
1	39076794	39082420	8658	MACF1
1	39118942	39128050	8669	RNU6-608P
1	39254896	39259014	8710	ENSG00000226438
1	39410423	39410711	8761	NA
1	39484912	39505282	8784	BMP8A
1	39556102	39569564	8795	PABPC4,SNORA55,PABPC4-AS1,PPIEL
1	39572911	39577636	8797	PABPC4
1	39630822	39636009	8817	ENSG00000225903
1	39638843	39646676	8819	HEYL
1	39670838	39673432	8827	NT5C1A
1	39680481	39691773	8831	HPCAL4
1	39691774	39692321	8832	PPIE
1	39771589	39790739	8848	BMP8B,ENSG00000261798,BMP8B-AS1
1	39881699	39887605	8865	TRIT1
1	39896865	39899002	8872	MYCL-AS1
1	39899003	39908556	8873	MYCL
1	40027896	40045397	8899	CAP1
1	40094733	40099241	8920	PPT1
1	40157681	40163373	8937	RLF
1	40171990	40182470	8943	RNU6-1237P
1	40245884	40247952	8971	TMCO2
1	40256116	40271963	8974	ZMPSTE24,ENSG00000231296,ENSG00000259943
1	40282188	40282495	8980	NA
1	40298474	40320786	8987	COL9A2
1	40342847	40351946	8992	SMAP2
1	40435661	40451568	9020	ZFP69B,ENSG00000284677
1	40468867	40477977	9024	ZFP69,ENSG00000279667
1	40504807	40510006	9032	EXO5,ENSG00000238287
1	40514719	40525828	9034	ENSG00000227278,ENSG00000238186
1	40530491	40532799	9037	ZNF684
1	40655272	40665685	9061	RIMS3,ENSG00000287743
1	40689626	40694075	9074	NFYC,NFYC-AS1
1	40747312	40764358	9098	NFYC,MIR30E,MIR30C1
1	40781279	40785968	9108	KCNQ4
1	40856029	40867000	9123	CITED4,ENSG00000229528
1	40969635	40979512	9147	NA
1	41012773	41026070	9162	SLFNL1,SLFNL1-AS1
1	41235840	41255854	9222	SCMH1,ENSG00000235358,ENSG00000287400
1	41355785	41367963	9247	FOXO6
1	41367964	41378643	9248	FOXO6-AS1
1	41481844	41488045	9271	EDN2
1	41530812	41541606	9280	ENSG00000230881
1	42028231	42042492	9430	HIVEP3,HNRNPFP1,ENSG00000287587
1	42147984	42159634	9460	GUCA2B
1	42160923	42168703	9462	GUCA2A
1	42378756	42383844	9527	RIMKLA
1	42455268	42457623	9552	ZMYND12,PPCS
1	42459581	42464684	9554	CCDC30
1	42566919	42575146	9592	RNU6-536P,ENSG00000236180
1	42654710	42660274	9617	PPIH
1	42680853	42684509	9624	YBX1,ENSG00000285728
1	42739056	42743396	9637	CLDN19
1	42753132	42758017	9639	P3H1
1	42758018	42773790	9640	P3H1,C1orf50,ENSG00000283580
1	42774189	42779310	9642	ENSG00000228452
1	42816043	42817503	9658	ERMAP,SVBP
1	42844129	42846469	9671	ENSG00000228192
1	42846470	42849142	9672	ZNF691
1	42957939	42960633	9705	SLC2A1,SLC2A1-AS1
1	42983483	43002302	9716	RNU6-880P
1	43014947	43023686	9718	U6
1	43142487	43145874	9746	FAM183A
1	43168564	43183648	9752	EBNA1BP2,CFAP57,MIR6733
1	43258478	43267155	9774	EBNA1BP2
1	43267858	43282282	9776	EBNA1BP2,TMEM125
1	43300232	43304081	9785	TIE1
1	43329273	43347690	9791	MPL
1	43358451	43368725	9794	ELOVL1,CDC20,ENSG00000234694,MIR6734
1	43384496	43389720	9802	MED8,MED8-AS1
1	43389721	43392411	9803	MED8,SZT2
1	43419314	43421429	9811	SZT2
