baitChr	baitStart	baitEnd	baitID	baitName	oeChr	oeStart	oeEnd	oeID	oeName	dist	cellA	cellB
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	897225	905872	330880	.	-169480	5.07501552402019	4.63292613300184
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	906012	907931	330882	.	-164057	6.37050134322445	2.639952802156
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	1017629	1022815	330887	ENST00000593068,ENST00000333175,ENST00000586704,ENST00000356663,ENST00000384627	-50807	8.34826488405065	8.00274690735549
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	1022816	1036370	330888	ENST00000562015,ENST00000263097,ENST00000348419,ENST00000565096,ENST00000569352,ENST00000562958,ENST00000568865,ENST00000606983,ENST00000562075,ENST00000607102,ENST00000566695	-41436	7.52216862296152	5.73823611188021
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	176775	7.58145569847987	6.90690869000621
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	1263474	1266236	330903	.	193826	9.72869236563811	14.2271556449835
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	1266237	1283464	330904	ENST00000586472,ENST00000589266,ENST00000588090,ENST00000592815,ENST00000591935,ENST00000586548,ENST00000585913,ENST00000585630,ENST00000589710,ENST00000628979,ENST00000586773,ENST00000587323,ENST00000589686,ENST00000592412,ENST00000593128,ENST00000593283,ENST00000588230,ENST00000591097,ENST00000590704,ENST00000413636,ENST00000593093,ENST00000587896,ENST00000590347,ENST00000587169,ENST00000593048,ENST00000320936,ENST00000586636,ENST00000591055,ENST00000591376,ENST00000589235,ENST00000591659,ENST00000585914,ENST00000590171,ENST00000588344,ENST00000592234,ENST00000444172,ENST00000590188,ENST00000588917,ENST00000586555,ENST00000621399,ENST00000409293,ENST00000469144,ENST00000485191,ENST00000590269,ENST00000585716,ENST00000585832	203822	1.04328376103013	5.29330471737809
19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	19	1410179	1413602	330918	.	340862	6.02924627146897	3.21799016050369
19	1086678	1112128	330893	ENST00000587673,ENST00000586109,ENST00000615234,ENST00000586746,ENST00000590060,ENST00000612655,ENST00000591767,ENST00000589737,ENST00000215587,ENST00000586817,ENST00000619917,ENST00000586215,ENST00000585838,ENST00000614705,ENST00000591709,ENST00000592597,ENST00000616066,ENST00000354171,ENST00000589115,ENST00000611653,ENST00000593032,ENST00000588919,ENST00000585362,ENST00000622390,ENST00000614791,ENST00000587648,ENST00000592940,ENST00000587932,ENST00000585480	19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	-28374	3.44453168948323	7.78836729696669
19	1086678	1112128	330893	ENST00000587673,ENST00000586109,ENST00000615234,ENST00000586746,ENST00000590060,ENST00000612655,ENST00000591767,ENST00000589737,ENST00000215587,ENST00000586817,ENST00000619917,ENST00000586215,ENST00000585838,ENST00000614705,ENST00000591709,ENST00000592597,ENST00000616066,ENST00000354171,ENST00000589115,ENST00000611653,ENST00000593032,ENST00000588919,ENST00000585362,ENST00000622390,ENST00000614791,ENST00000587648,ENST00000592940,ENST00000587932,ENST00000585480	19	1228424	1232134	330901	.	130876	3.07476235578887	5.44721770241301
19	1086678	1112128	330893	ENST00000587673,ENST00000586109,ENST00000615234,ENST00000586746,ENST00000590060,ENST00000612655,ENST00000591767,ENST00000589737,ENST00000215587,ENST00000586817,ENST00000619917,ENST00000586215,ENST00000585838,ENST00000614705,ENST00000591709,ENST00000592597,ENST00000616066,ENST00000354171,ENST00000589115,ENST00000611653,ENST00000593032,ENST00000588919,ENST00000585362,ENST00000622390,ENST00000614791,ENST00000587648,ENST00000592940,ENST00000587932,ENST00000585480	19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	148401	4.35290740582804	10.2235919290351
19	1155129	1228414	330899	ENST00000361757,ENST00000587024,ENST00000590998,ENST00000590176,ENST00000587655,ENST00000585748,ENST00000326873,ENST00000586243,ENST00000652231,ENST00000593219,ENST00000589152,ENST00000585851,ENST00000586358,ENST00000591133,ENST00000585465,ENST00000591146	19	1228424	1232134	330901	.	38508	2.37974353509659	5.26867693430896
19	1155129	1228414	330899	ENST00000361757,ENST00000587024,ENST00000590998,ENST00000590176,ENST00000587655,ENST00000585748,ENST00000326873,ENST00000586243,ENST00000652231,ENST00000593219,ENST00000589152,ENST00000585851,ENST00000586358,ENST00000591133,ENST00000585465,ENST00000591146	19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	56033	19.2714425898094	16.010725230827
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	907932	938250	330883	.	-324713	5.30375608941785	0.559541017616672
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	938251	949494	330884	.	-303931	5.94101574385403	1.75313613830465
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1017629	1022815	330887	ENST00000593068,ENST00000333175,ENST00000586704,ENST00000356663,ENST00000384627	-227582	2.36369299200924	5.41884737409219
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1065924	1076134	330890	ENST00000587186,ENST00000313093,ENST00000587602,ENST00000591293,ENST00000590214,ENST00000586866,ENST00000543365,ENST00000592335,ENST00000586033	-176775	5.63042255370598	5.08902101237264
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1086678	1112128	330893	ENST00000587673,ENST00000586109,ENST00000615234,ENST00000586746,ENST00000590060,ENST00000612655,ENST00000591767,ENST00000589737,ENST00000215587,ENST00000586817,ENST00000619917,ENST00000586215,ENST00000585838,ENST00000614705,ENST00000591709,ENST00000592597,ENST00000616066,ENST00000354171,ENST00000589115,ENST00000611653,ENST00000593032,ENST00000588919,ENST00000585362,ENST00000622390,ENST00000614791,ENST00000587648,ENST00000592940,ENST00000587932,ENST00000585480	-148401	1.90894630731219	5.30480643938365
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1112129	1123424	330894	.	-130027	9.38019096993247	7.01351544775517
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1123425	1126792	330895	.	-122695	4.95664979960766	7.82634790114869
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1126793	1141491	330896	.	-113662	2.52711745012572	6.49178789217381
19	1232135	1263473	330902	ENST00000588030,ENST00000588411,ENST00000592467,ENST00000591622,ENST00000592051,ENST00000589161,ENST00000395633,ENST00000215375,ENST00000592624,ENST00000590265,ENST00000588538,ENST00000591660,ENST00000591249,ENST00000589478,ENST00000614837,ENST00000590083,ENST00000648750,ENST00000650044,ENST00000382477,ENST00000591127,ENST00000589260,ENST00000215376,ENST00000586757,ENST00000300952,ENST00000682408,ENST00000591446,ENST00000591302,ENST00000590136,ENST00000592843,ENST00000681994	19	1148125	1155128	330898	.	-96177	1.43478796457352	5.9627128958535
19	1442969	1471442	330923	ENST00000587869,ENST00000590469,ENST00000590877,ENST00000233607,ENST00000593146,ENST00000535453,ENST00000587149,ENST00000238483,ENST00000591252	19	1426730	1442089	330921	ENST00000589874,ENST00000233609,ENST00000586686,ENST00000592588,ENST00000591032,ENST00000592623,ENST00000586656,ENST00000589656,ENST00000591804,ENST00000593052,ENST00000592700,ENST00000586096,ENST00000617694,ENST00000585665,ENST00000594262	-22796	11.3826523555766	3.63477973737744
19	1442969	1471442	330923	ENST00000587869,ENST00000590469,ENST00000590877,ENST00000233607,ENST00000593146,ENST00000535453,ENST00000587149,ENST00000238483,ENST00000591252	19	1474184	1477541	330925	.	18657	6.42406524578947	5.0253401345787
19	1442969	1471442	330923	ENST00000587869,ENST00000590469,ENST00000590877,ENST00000233607,ENST00000593146,ENST00000535453,ENST00000587149,ENST00000238483,ENST00000591252	19	1477542	1498111	330926	ENST00000591735,ENST00000233596,ENST00000395479,ENST00000395484,ENST00000591201,ENST00000441747,ENST00000300954,ENST00000586616,ENST00000586074,ENST00000588195,ENST00000591303,ENST00000586002,ENST00000587784,ENST00000588671,ENST00000590057,ENST00000614078,ENST00000591687,ENST00000588427,ENST00000436106,ENST00000585675,ENST00000588871,ENST00000427685,ENST00000586564,ENST00000592872,ENST00000651077,ENST00000588849,ENST00000590621,ENST00000591027,ENST00000592605,ENST00000589421	30621	7.44971762855623	4.27206370262099
19	1508633	1520533	330928	ENST00000330475,ENST00000585700,ENST00000590440,ENST00000395467,ENST00000586272,ENST00000590562,ENST00000589839,ENST00000585804	19	1426730	1442089	330921	ENST00000589874,ENST00000233609,ENST00000586686,ENST00000592588,ENST00000591032,ENST00000592623,ENST00000586656,ENST00000589656,ENST00000591804,ENST00000593052,ENST00000592700,ENST00000586096,ENST00000617694,ENST00000585665,ENST00000594262	-80173	6.9238043591702	5.97416382459117
19	1508633	1520533	330928	ENST00000330475,ENST00000585700,ENST00000590440,ENST00000395467,ENST00000586272,ENST00000590562,ENST00000589839,ENST00000585804	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	141523	6.87743386475577	4.87219307248937
19	1508633	1520533	330928	ENST00000330475,ENST00000585700,ENST00000590440,ENST00000395467,ENST00000586272,ENST00000590562,ENST00000589839,ENST00000585804	19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	306993	6.44370376125379	7.79385809557312
19	1551896	1561818	330935	non-annotated	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	99249	13.5077899201833	9.42418738814478
19	1551896	1561818	330935	non-annotated	19	1750424	1768539	330965	ENST00000382349	202625	3.07013715031405	5.46152044358516
19	1551896	1561818	330935	non-annotated	19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	264719	15.6305072663806	7.70135033287502
19	1563743	1575811	330937	ENST00000605173,ENST00000402693,ENST00000488440	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	86329	15.3694817116927	11.8921982123807
19	1563743	1575811	330937	ENST00000605173,ENST00000402693,ENST00000488440	19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	251799	5.40479324502798	11.982820118598
19	1563743	1575811	330937	ENST00000605173,ENST00000402693,ENST00000488440	19	1858039	1871185	330982	ENST00000541015,ENST00000250916,ENST00000617223,ENST00000592313,ENST00000586694	294835	7.70986250641101	1.27878653682425
19	1587363	1604954	330939	ENST00000156825,ENST00000434436,ENST00000585967,ENST00000592965,ENST00000593264	19	1426730	1442089	330921	ENST00000589874,ENST00000233609,ENST00000586686,ENST00000592588,ENST00000591032,ENST00000592623,ENST00000586656,ENST00000589656,ENST00000591804,ENST00000593052,ENST00000592700,ENST00000586096,ENST00000617694,ENST00000585665,ENST00000594262	-161749	5.01036469063411	2.61243543245592
19	1587363	1604954	330939	ENST00000156825,ENST00000434436,ENST00000585967,ENST00000592965,ENST00000593264	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	59947	28.8431052401039	19.9617024913622
19	1587363	1604954	330939	ENST00000156825,ENST00000434436,ENST00000585967,ENST00000592965,ENST00000593264	19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	225418	11.7990917098816	6.12388312175861
19	1604955	1606685	330940	ENST00000591899,ENST00000589880,ENST00000593029,ENST00000585671,ENST00000585937	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	50286	10.4678600684457	11.9706588301595
19	1604955	1606685	330940	ENST00000591899,ENST00000589880,ENST00000593029,ENST00000585671,ENST00000585937	19	1750424	1768539	330965	ENST00000382349	153662	2.79914343890314	6.64118633757815
19	1604955	1606685	330940	ENST00000591899,ENST00000589880,ENST00000593029,ENST00000585671,ENST00000585937	19	1777701	1779194	330967	.	172628	1.13254492877025	5.06159558317357
19	1604955	1606685	330940	ENST00000591899,ENST00000589880,ENST00000593029,ENST00000585671,ENST00000585937	19	1781653	1781923	330970	.	175968	6.31706654541994	5.04417338696742
19	1604955	1606685	330940	ENST00000591899,ENST00000589880,ENST00000593029,ENST00000585671,ENST00000585937	19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	215756	6.78552324018688	5.71911370485543
19	1611100	1617737	330942	ENST00000592395,ENST00000587425,ENST00000585731,ENST00000586164,ENST00000517124	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	41687	13.2643119781342	11.443962031748
19	1611100	1617737	330942	ENST00000592395,ENST00000587425,ENST00000585731,ENST00000586164,ENST00000517124	19	1781653	1781923	330970	.	167370	4.23977927083761	5.52527810795683
19	1611100	1617737	330942	ENST00000592395,ENST00000587425,ENST00000585731,ENST00000586164,ENST00000517124	19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	207158	8.88594270746767	5.17072401761843
19	1750424	1768539	330965	ENST00000382349	19	1522139	1534117	330930	.	-231353	0.910693913869784	6.33436278576584
19	1750424	1768539	330965	ENST00000382349	19	1539287	1542871	330932	.	-218402	1.64523903589096	6.01333848932428
19	1750424	1768539	330965	ENST00000382349	19	1542872	1548770	330933	.	-213660	6.22621867774681	6.01867377596196
19	1750424	1768539	330965	ENST00000382349	19	1604955	1606685	330940	ENST00000591899,ENST00000589880,ENST00000593029,ENST00000585671,ENST00000585937	-153661	4.1761762109164	7.33466971770338
19	1750424	1768539	330965	ENST00000382349	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	-103376	8.40424943600323	5.76061506117864
19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	19	1542872	1548770	330933	.	-275755	5.36037076545952	4.87714524966242
19	1808659	1834493	330975	ENST00000590936,ENST00000643515,ENST00000587404,ENST00000586291,ENST00000588743,ENST00000586343,ENST00000310127,ENST00000531925,ENST00000525591,ENST00000526092,ENST00000533993,ENST00000587160,ENST00000586259,ENST00000593201,ENST00000590823,ENST00000590531,ENST00000587741,ENST00000411312	19	1548771	1551895	330934	.	-271243	8.27875307194203	6.51025695020801
19	1847649	1858038	330981	ENST00000170168,ENST00000587524,ENST00000592884	19	1426730	1442089	330921	ENST00000589874,ENST00000233609,ENST00000586686,ENST00000592588,ENST00000591032,ENST00000592623,ENST00000586656,ENST00000589656,ENST00000591804,ENST00000593052,ENST00000592700,ENST00000586096,ENST00000617694,ENST00000585665,ENST00000594262	-418434	5.35585926805397	2.26171986548312
19	1847649	1858038	330981	ENST00000170168,ENST00000587524,ENST00000592884	19	1650906	1661305	330948	ENST00000344749,ENST00000262965,ENST00000588136,ENST00000453954,ENST00000395423,ENST00000586318	-196738	5.11232516583366	3.28656712300195
19	1872081	1893041	330984	ENST00000676686,ENST00000677868,ENST00000292577,ENST00000250974,ENST00000588598,ENST00000591351,ENST00000590661,ENST00000592757,ENST00000565797,ENST00000592720	19	1858039	1871185	330982	ENST00000541015,ENST00000250916,ENST00000617223,ENST00000592313,ENST00000586694	-17949	15.5191762316398	9.51757661720985
19	1872081	1893041	330984	ENST00000676686,ENST00000677868,ENST00000292577,ENST00000250974,ENST00000588598,ENST00000591351,ENST00000590661,ENST00000592757,ENST00000565797,ENST00000592720	19	1998217	2019586	330998	ENST00000255608,ENST00000589200,ENST00000615016,ENST00000623695	126341	6.27070316638324	7.27759496241654
